  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  1.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  2.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  3.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  4.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
  1.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
  2.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
  3.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
  4.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
  5.000000000000000E+00  5.000000000000000E+00  0.000000000000000E+00
