0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
5	5	1
5	5	2
5	5	3
5	5	4
5	5	5
4	5	4
3	5	3
2	5	2
1	5	1
0	5	0
0	4	0
0	3	0
0	2	0
0	1	0
0	0	0
