   1   2   0.1000000000000000E+01   0.1000000000000000E+01
   2   3   0.1000000000000000E+01   0.1000000000000000E+01
   3   4   0.1000000000000000E+01   0.1000000000000000E+01
   1   4   0.1000000000000000E+01   0.1000000000000000E+01
   5   6   0.1000000000000000E+01   0.1000000000000000E+01
   6   7   0.1000000000000000E+01   0.1000000000000000E+01
   7   8   0.1000000000000000E+01   0.1000000000000000E+01
   5   8   0.1000000000000000E+01   0.1000000000000000E+01
   9  10   0.1000000000000000E+01   0.1000000000000000E+01
  10  11   0.1000000000000000E+01   0.1000000000000000E+01
  11  12   0.1000000000000000E+01   0.1000000000000000E+01
   9  12   0.1000000000000000E+01   0.1000000000000000E+01
  13  14   0.1000000000000000E+01   0.1000000000000000E+01
  14  15   0.1000000000000000E+01   0.1000000000000000E+01
  15  16   0.1000000000000000E+01   0.1000000000000000E+01
  13  16   0.1000000000000000E+01   0.1000000000000000E+01
  17  18   0.1000000000000000E+01   0.1000000000000000E+01
  18  19   0.1000000000000000E+01   0.1000000000000000E+01
  19  20   0.1000000000000000E+01   0.1000000000000000E+01
  17  20   0.1000000000000000E+01   0.1000000000000000E+01
  21  22   0.1000000000000000E+01   0.1000000000000000E+01
  22  23   0.1000000000000000E+01   0.1000000000000000E+01
  23  24   0.1000000000000000E+01   0.1000000000000000E+01
  21  24   0.1000000000000000E+01   0.1000000000000000E+01
  25  26   0.1000000000000000E+01   0.1000000000000000E+01
  26  27   0.1000000000000000E+01   0.1000000000000000E+01
  27  28   0.1000000000000000E+01   0.1000000000000000E+01
  25  28   0.1000000000000000E+01   0.1000000000000000E+01
  29  30   0.1000000000000000E+01   0.1000000000000000E+01
  30  31   0.1000000000000000E+01   0.1000000000000000E+01
  31  32   0.1000000000000000E+01   0.1000000000000000E+01
  29  32   0.1000000000000000E+01   0.1000000000000000E+01
  33  34   0.1000000000000000E+01   0.1000000000000000E+01
  34  35   0.1000000000000000E+01   0.1000000000000000E+01
  35  36   0.1000000000000000E+01   0.1000000000000000E+01
  33  36   0.1000000000000000E+01   0.1000000000000000E+01
  37  38   0.1000000000000000E+01   0.1000000000000000E+01
  38  39   0.1000000000000000E+01   0.1000000000000000E+01
  39  40   0.1000000000000000E+01   0.1000000000000000E+01
  37  40   0.1000000000000000E+01   0.1000000000000000E+01
  41  42   0.1000000000000000E+01   0.1000000000000000E+01
  42  43   0.1000000000000000E+01   0.1000000000000000E+01
  43  44   0.1000000000000000E+01   0.1000000000000000E+01
  41  44   0.1000000000000000E+01   0.1000000000000000E+01
  45  46   0.1000000000000000E+01   0.1000000000000000E+01
  46  47   0.1000000000000000E+01   0.1000000000000000E+01
  47  48   0.1000000000000000E+01   0.1000000000000000E+01
  45  48   0.1000000000000000E+01   0.1000000000000000E+01
  49  50   0.1000000000000000E+01   0.1000000000000000E+01
  50  51   0.1000000000000000E+01   0.1000000000000000E+01
  51  52   0.1000000000000000E+01   0.1000000000000000E+01
  49  52   0.1000000000000000E+01   0.1000000000000000E+01
  53  54   0.1000000000000000E+01   0.1000000000000000E+01
  54  55   0.1000000000000000E+01   0.1000000000000000E+01
  55  56   0.1000000000000000E+01   0.1000000000000000E+01
  53  56   0.1000000000000000E+01   0.1000000000000000E+01
  57  58   0.1000000000000000E+01   0.1000000000000000E+01
  58  59   0.1000000000000000E+01   0.1000000000000000E+01
  59  60   0.1000000000000000E+01   0.1000000000000000E+01
  57  60   0.1000000000000000E+01   0.1000000000000000E+01
  61  62   0.1000000000000000E+01   0.1000000000000000E+01
  62  63   0.1000000000000000E+01   0.1000000000000000E+01
  63  64   0.1000000000000000E+01   0.1000000000000000E+01
  61  64   0.1000000000000000E+01   0.1000000000000000E+01
   1   5   0.1000000000000000E+01   0.1000000000000000E+01
   2   6   0.1000000000000000E+01   0.1000000000000000E+01
   3   7   0.1000000000000000E+01   0.1000000000000000E+01
   4   8   0.1000000000000000E+01   0.1000000000000000E+01
   5   9   0.1000000000000000E+01   0.1000000000000000E+01
   6  10   0.1000000000000000E+01   0.1000000000000000E+01
   7  11   0.1000000000000000E+01   0.1000000000000000E+01
   8  12   0.1000000000000000E+01   0.1000000000000000E+01
   9  13   0.1000000000000000E+01   0.1000000000000000E+01
  10  14   0.1000000000000000E+01   0.1000000000000000E+01
  11  15   0.1000000000000000E+01   0.1000000000000000E+01
  12  16   0.1000000000000000E+01   0.1000000000000000E+01
   1  13   0.1000000000000000E+01   0.1000000000000000E+01
   2  14   0.1000000000000000E+01   0.1000000000000000E+01
   3  15   0.1000000000000000E+01   0.1000000000000000E+01
   4  16   0.1000000000000000E+01   0.1000000000000000E+01
  17  21   0.1000000000000000E+01   0.1000000000000000E+01
  18  22   0.1000000000000000E+01   0.1000000000000000E+01
  19  23   0.1000000000000000E+01   0.1000000000000000E+01
  20  24   0.1000000000000000E+01   0.1000000000000000E+01
  21  25   0.1000000000000000E+01   0.1000000000000000E+01
  22  26   0.1000000000000000E+01   0.1000000000000000E+01
  23  27   0.1000000000000000E+01   0.1000000000000000E+01
  24  28   0.1000000000000000E+01   0.1000000000000000E+01
  25  29   0.1000000000000000E+01   0.1000000000000000E+01
  26  30   0.1000000000000000E+01   0.1000000000000000E+01
  27  31   0.1000000000000000E+01   0.1000000000000000E+01
  28  32   0.1000000000000000E+01   0.1000000000000000E+01
  17  29   0.1000000000000000E+01   0.1000000000000000E+01
  18  30   0.1000000000000000E+01   0.1000000000000000E+01
  19  31   0.1000000000000000E+01   0.1000000000000000E+01
  20  32   0.1000000000000000E+01   0.1000000000000000E+01
  33  37   0.1000000000000000E+01   0.1000000000000000E+01
  34  38   0.1000000000000000E+01   0.1000000000000000E+01
  35  39   0.1000000000000000E+01   0.1000000000000000E+01
  36  40   0.1000000000000000E+01   0.1000000000000000E+01
  37  41   0.1000000000000000E+01   0.1000000000000000E+01
  38  42   0.1000000000000000E+01   0.1000000000000000E+01
  39  43   0.1000000000000000E+01   0.1000000000000000E+01
  40  44   0.1000000000000000E+01   0.1000000000000000E+01
  41  45   0.1000000000000000E+01   0.1000000000000000E+01
  42  46   0.1000000000000000E+01   0.1000000000000000E+01
  43  47   0.1000000000000000E+01   0.1000000000000000E+01
  44  48   0.1000000000000000E+01   0.1000000000000000E+01
  33  45   0.1000000000000000E+01   0.1000000000000000E+01
  34  46   0.1000000000000000E+01   0.1000000000000000E+01
  35  47   0.1000000000000000E+01   0.1000000000000000E+01
  36  48   0.1000000000000000E+01   0.1000000000000000E+01
  49  53   0.1000000000000000E+01   0.1000000000000000E+01
  50  54   0.1000000000000000E+01   0.1000000000000000E+01
  51  55   0.1000000000000000E+01   0.1000000000000000E+01
  52  56   0.1000000000000000E+01   0.1000000000000000E+01
  53  57   0.1000000000000000E+01   0.1000000000000000E+01
  54  58   0.1000000000000000E+01   0.1000000000000000E+01
  55  59   0.1000000000000000E+01   0.1000000000000000E+01
  56  60   0.1000000000000000E+01   0.1000000000000000E+01
  57  61   0.1000000000000000E+01   0.1000000000000000E+01
  58  62   0.1000000000000000E+01   0.1000000000000000E+01
  59  63   0.1000000000000000E+01   0.1000000000000000E+01
  60  64   0.1000000000000000E+01   0.1000000000000000E+01
  49  61   0.1000000000000000E+01   0.1000000000000000E+01
  50  62   0.1000000000000000E+01   0.1000000000000000E+01
  51  63   0.1000000000000000E+01   0.1000000000000000E+01
  52  64   0.1000000000000000E+01   0.1000000000000000E+01
   1  17   0.1000000000000000E+01   0.1000000000000000E+01
   2  18   0.1000000000000000E+01   0.1000000000000000E+01
   3  19   0.1000000000000000E+01   0.1000000000000000E+01
   4  20   0.1000000000000000E+01   0.1000000000000000E+01
   5  21   0.1000000000000000E+01   0.1000000000000000E+01
   6  22   0.1000000000000000E+01   0.1000000000000000E+01
   7  23   0.1000000000000000E+01   0.1000000000000000E+01
   8  24   0.1000000000000000E+01   0.1000000000000000E+01
   9  25   0.1000000000000000E+01   0.1000000000000000E+01
  10  26   0.1000000000000000E+01   0.1000000000000000E+01
  11  27   0.1000000000000000E+01   0.1000000000000000E+01
  12  28   0.1000000000000000E+01   0.1000000000000000E+01
  13  29   0.1000000000000000E+01   0.1000000000000000E+01
  14  30   0.1000000000000000E+01   0.1000000000000000E+01
  15  31   0.1000000000000000E+01   0.1000000000000000E+01
  16  32   0.1000000000000000E+01   0.1000000000000000E+01
  17  33   0.1000000000000000E+01   0.1000000000000000E+01
  18  34   0.1000000000000000E+01   0.1000000000000000E+01
  19  35   0.1000000000000000E+01   0.1000000000000000E+01
  20  36   0.1000000000000000E+01   0.1000000000000000E+01
