2 0 E_0 = 7.380067742722034E+02
2 1 E_0 = 7.383819660112491E+02
2 2 E_0 = 7.387700599710168E+02
2 3 E_0 = 7.397639320224999E+02
2 4 E_0 = 7.407678872214317E+02
2 5 E_0 = 7.419999999999994E+02
2 6 E_0 = 7.421909830056259E+02
2 7 E_0 = 7.423819660112500E+02
2 8 E_0 = 7.428819660112505E+02
2 9 E_0 = 7.433819660112493E+02
2 10 E_0 = 7.439999999995158E+02
2 11 E_0 = 7.427639320225003E+02
2 12 E_0 = 7.417639320225024E+02
2 13 E_0 = 7.407639320225027E+02
2 14 E_0 = 7.403819660112505E+02
2 15 E_0 = 7.400000000000017E+02
2 16 E_0 = 7.393871575763236E+02
2 17 E_0 = 7.388936870050352E+02
2 18 E_0 = 7.383884097715371E+02
2 19 E_0 = 7.382037628594927E+02
2 20 E_0 = 7.380067742722043E+02
3 0 E_0 = 7.367224218633190E+02
3 1 E_0 = 7.357240981947235E+02
3 2 E_0 = 7.347442176078672E+02
3 3 E_0 = 7.343423128363163E+02
3 4 E_0 = 7.339608114437160E+02
3 5 E_0 = 7.336012249196832E+02
3 6 E_0 = 7.331027946420655E+02
3 7 E_0 = 7.325923600604179E+02
3 8 E_0 = 7.324139465009276E+02
3 9 E_0 = 7.322233328460053E+02
3 10 E_0 = 7.320204029755058E+02
3 11 E_0 = 7.323990714703071E+02
3 12 E_0 = 7.327800692908401E+02
3 13 E_0 = 7.331643597904543E+02
3 14 E_0 = 7.341608011226507E+02
3 15 E_0 = 7.351573682888442E+02
3 16 E_0 = 7.353414675906150E+02
3 17 E_0 = 7.355322688776356E+02
3 18 E_0 = 7.357296863971879E+02
3 19 E_0 = 7.362231769358117E+02
3 20 E_0 = 7.367224218748553E+02
1 0 E_0 = 7.499999999997808E+02
1 1 E_0 = 7.496180339884678E+02
1 2 E_0 = 7.486180339886411E+02
1 3 E_0 = 7.473819660110709E+02
1 4 E_0 = 7.463819660111550E+02
1 5 E_0 = 7.459999999997827E+02
1 6 E_0 = 7.458090169941978E+02
1 7 E_0 = 7.453090169942233E+02
1 8 E_0 = 7.446909830055469E+02
1 9 E_0 = 7.441909830054136E+02
1 10 E_0 = 7.439999999998744E+02
1 11 E_0 = 7.443819660112100E+02
1 12 E_0 = 7.453819660111600E+02
1 13 E_0 = 7.466180339885281E+02
1 14 E_0 = 7.476180339883495E+02
1 15 E_0 = 7.479999999999156E+02
1 16 E_0 = 7.481909830054545E+02
1 17 E_0 = 7.486909830055125E+02
1 18 E_0 = 7.493090169942187E+02
1 19 E_0 = 7.498090169941437E+02
1 20 E_0 = 7.499999999999490E+02
