       1  4.166666666666654E-01  4.166666666666677E-01
       2  4.166666666666654E-01  4.166666666666677E-01
       3  4.166666666666654E-01  4.166666666666677E-01
       4  4.166666666666654E-01  4.166666666666677E-01
       5  4.166666666666654E-01  4.166666666666677E-01
       6  4.166666666666654E-01  4.166666666666677E-01
       7  4.166666666666654E-01  4.166666666666677E-01
       8  4.166666666666654E-01  4.166666666666677E-01
       9  4.166666666666654E-01  4.166666666666677E-01
      10  4.166666666666654E-01  4.166666666666677E-01
      11  4.166666666666654E-01  4.166666666666677E-01
      12  4.166666666666654E-01  4.166666666666677E-01
      13  4.166666666666654E-01  4.166666666666677E-01
      14  4.166666666666654E-01  4.166666666666677E-01
      15  4.166666666666654E-01  4.166666666666677E-01
      16  4.166666666666654E-01  4.166666666666677E-01
      17  4.166666666666654E-01  4.166666666666677E-01
      18  4.166666666666654E-01  4.166666666666677E-01
      19  4.166666666666654E-01  4.166666666666677E-01
      20  4.166666666666654E-01  4.166666666666677E-01
      21  4.166666666666654E-01  4.166666666666677E-01
      22  4.166666666666654E-01  4.166666666666677E-01
      23  4.166666666666654E-01  4.166666666666677E-01
      24  4.166666666666654E-01  4.166666666666677E-01
      25  4.166666666666654E-01  4.166666666666677E-01
      26  4.166666666666654E-01  4.166666666666677E-01
      27  4.166666666666654E-01  4.166666666666677E-01
      28  4.166666666666654E-01  4.166666666666677E-01
      29  4.166666666666654E-01  4.166666666666677E-01
      30  4.166666666666654E-01  4.166666666666677E-01
      31  4.166666666666654E-01  4.166666666666677E-01
      32  4.166666666666654E-01  4.166666666666677E-01
      33  4.166666666666654E-01  4.166666666666677E-01
      34  4.166666666666654E-01  4.166666666666677E-01
      35  4.166666666666654E-01  4.166666666666677E-01
      36  4.166666666666654E-01  4.166666666666677E-01
