       1       1    9.166666666666637E-01    0.000000000000000E+00    9.166666666666674E-01    0.000000000000000E+00
       1       2    7.857142857142850E-02   -1.264902534566422E-19    6.320858622004777E-02   -2.778679124241818E-18
       1       3    7.857142857142849E-02   -3.614007241618348E-20    3.777750157096676E-02   -9.441298107750151E-19
       1       4    7.857142857142849E-02   -2.710505431213761E-20    2.518504445848284E-02   -1.505836350723615E-21
       1       5    7.857142857142849E-02   -1.204669080539449E-20    3.777750157096676E-02    9.501531561777179E-19
       1       6    7.857142857142849E-02    7.830349023506421E-20    6.320858622004777E-02    2.754585742631024E-18
       1       7    7.857142857142847E-02   -1.204669080539449E-20    6.320858622005021E-02    1.030930055093106E-18
       1       8    7.857142857142849E-02    1.355252715606881E-19    4.992743109922282E-02    9.991820842742148E-19
       1       9    7.857142857142849E-02    3.011672701348624E-20    2.441667960452586E-02    6.564293753466739E-19
       1      10    7.857142857142846E-02   -1.807003620809174E-20    1.180605719723387E-02    1.298185135941941E-18
       1      11    7.857142857142846E-02   -8.131516293641283E-20    2.441667960452588E-02    3.841415034465507E-18
       1      12    7.857142857142849E-02   -3.312839971483486E-20    4.992743109922280E-02   -8.490732254424663E-19
       1      13    7.857142857142849E-02   -4.517509052022935E-20    3.777750157097461E-02   -5.275055220604268E-18
       1      14    7.857142857142847E-02   -4.216341781888073E-20    2.441667960453112E-02   -4.879032653869415E-18
       1      15    7.857142857142847E-02   -4.517509052022935E-20   -1.560679126444109E-03   -5.107779458749542E-18
       1      16    7.857142857142849E-02   -1.204669080539449E-19   -1.437362463517138E-02   -6.361251355244833E-18
       1      17    7.857142857142849E-02    1.325135988593394E-19   -1.560679126444111E-03    2.007591838298194E-18
       1      18    7.857142857142847E-02   -2.108170890944036E-19    2.441667960453112E-02   -6.692925690189344E-18
       1      19    7.857142857142846E-02   -9.035018104045870E-21    2.518504445849333E-02    6.023345402828724E-21
       1      20    7.857142857142846E-02    1.204669080539449E-20    1.180605719724173E-02   -5.262742884966531E-18
       1      21    7.857142857142849E-02   -6.926847213101833E-20   -1.437362463516876E-02   -2.832430322378933E-18
       1      22    7.857142857142849E-02   -2.710505431213761E-20   -2.728905950111296E-02   -1.095640146140294E-32
       1      23    7.857142857142846E-02    4.216341781888073E-20   -1.437362463516876E-02    2.812854449820200E-18
       1      24    7.857142857142847E-02   -9.035018104045870E-21    1.180605719724173E-02    5.260672359984397E-18
       1      25    7.857142857142847E-02    3.011672701348623E-21    3.777750157097461E-02    5.272043547902963E-18
       1      26    7.857142857142847E-02    1.385369442620367E-19    2.441667960453113E-02    6.668832308578566E-18
       1      27    7.857142857142847E-02   -1.596186531714771E-19   -1.560679126444111E-03   -2.007591838298172E-18
       1      28    7.857142857142846E-02    7.228014483236696E-20   -1.437362463517138E-02    6.358239682543419E-18
       1      29    7.857142857142847E-02    0.000000000000000E+00   -1.560679126444109E-03    5.107779458749608E-18
       1      30    7.857142857142847E-02    1.204669080539449E-20    2.441667960453112E-02    4.851927599557255E-18
       1      31    7.857142857142847E-02    0.000000000000000E+00    6.320858622005021E-02   -1.115256890730873E-18
       1      32    7.857142857142849E-02    3.614007241618348E-20    4.992743109922281E-02    8.611199162478710E-19
       1      33    7.857142857142846E-02    3.915174511753210E-20    2.441667960452588E-02   -3.844426707166839E-18
       1      34    7.857142857142847E-02   -1.807003620809174E-20    1.180605719723387E-02   -1.314372876711657E-18
       1      35    7.857142857142847E-02   -2.108170890944036E-20    2.441667960452587E-02   -6.895577750615197E-19
       1      36    7.857142857142849E-02   -1.264902534566422E-19    4.992743109922282E-02   -9.630420118580232E-19
       2       1    7.857142857142849E-02    7.830349023506421E-20    6.320858622004777E-02    2.754585742631024E-18
       2       2    9.166666666666637E-01    0.000000000000000E+00    9.166666666666674E-01    0.000000000000000E+00
       2       3    7.857142857142850E-02   -1.264902534566422E-19    6.320858622004777E-02   -2.778679124241818E-18
       2       4    7.857142857142849E-02   -3.614007241618348E-20    3.777750157096676E-02   -9.441298107750151E-19
       2       5    7.857142857142849E-02   -2.710505431213761E-20    2.518504445848284E-02   -1.505836350723615E-21
       2       6    7.857142857142849E-02   -1.204669080539449E-20    3.777750157096676E-02    9.501531561777179E-19
       2       7    7.857142857142849E-02   -3.312839971483486E-20    4.992743109922280E-02   -8.490732254424663E-19
       2       8    7.857142857142847E-02   -1.204669080539449E-20    6.320858622005021E-02    1.030930055093106E-18
       2       9    7.857142857142849E-02    1.355252715606881E-19    4.992743109922282E-02    9.991820842742148E-19
       2      10    7.857142857142849E-02    3.011672701348624E-20    2.441667960452586E-02    6.564293753466739E-19
       2      11    7.857142857142846E-02   -1.807003620809174E-20    1.180605719723387E-02    1.298185135941941E-18
       2      12    7.857142857142846E-02   -8.131516293641283E-20    2.441667960452588E-02    3.841415034465507E-18
       2      13    7.857142857142847E-02   -2.108170890944036E-19    2.441667960453112E-02   -6.692925690189344E-18
       2      14    7.857142857142849E-02   -4.517509052022935E-20    3.777750157097461E-02   -5.275055220604268E-18
       2      15    7.857142857142847E-02   -4.216341781888073E-20    2.441667960453112E-02   -4.879032653869415E-18
       2      16    7.857142857142847E-02   -4.517509052022935E-20   -1.560679126444109E-03   -5.107779458749542E-18
       2      17    7.857142857142849E-02   -1.204669080539449E-19   -1.437362463517138E-02   -6.361251355244833E-18
       2      18    7.857142857142849E-02    1.325135988593394E-19   -1.560679126444111E-03    2.007591838298194E-18
       2      19    7.857142857142847E-02   -9.035018104045870E-21    1.180605719724173E-02    5.260672359984397E-18
       2      20    7.857142857142846E-02   -9.035018104045870E-21    2.518504445849333E-02    6.023345402828724E-21
       2      21    7.857142857142846E-02    1.204669080539449E-20    1.180605719724173E-02   -5.262742884966531E-18
       2      22    7.857142857142849E-02   -6.926847213101833E-20   -1.437362463516876E-02   -2.832430322378933E-18
       2      23    7.857142857142849E-02   -2.710505431213761E-20   -2.728905950111296E-02   -1.095640146140294E-32
       2      24    7.857142857142846E-02    4.216341781888073E-20   -1.437362463516876E-02    2.812854449820200E-18
       2      25    7.857142857142847E-02    1.204669080539449E-20    2.441667960453112E-02    4.851927599557255E-18
       2      26    7.857142857142847E-02    3.011672701348623E-21    3.777750157097461E-02    5.272043547902963E-18
       2      27    7.857142857142847E-02    1.385369442620367E-19    2.441667960453113E-02    6.668832308578566E-18
       2      28    7.857142857142847E-02   -1.596186531714771E-19   -1.560679126444111E-03   -2.007591838298172E-18
       2      29    7.857142857142846E-02    7.228014483236696E-20   -1.437362463517138E-02    6.358239682543419E-18
       2      30    7.857142857142847E-02    0.000000000000000E+00   -1.560679126444109E-03    5.107779458749608E-18
       2      31    7.857142857142849E-02   -1.264902534566422E-19    4.992743109922282E-02   -9.630420118580232E-19
       2      32    7.857142857142847E-02    0.000000000000000E+00    6.320858622005021E-02   -1.115256890730873E-18
       2      33    7.857142857142849E-02    3.614007241618348E-20    4.992743109922281E-02    8.611199162478710E-19
       2      34    7.857142857142846E-02    3.915174511753210E-20    2.441667960452588E-02   -3.844426707166839E-18
       2      35    7.857142857142847E-02   -1.807003620809174E-20    1.180605719723387E-02   -1.314372876711657E-18
       2      36    7.857142857142847E-02   -2.108170890944036E-20    2.441667960452587E-02   -6.895577750615197E-19
       3       1    7.857142857142849E-02   -1.204669080539449E-20    3.777750157096676E-02    9.501531561777179E-19
       3       2    7.857142857142849E-02    7.830349023506421E-20    6.320858622004777E-02    2.754585742631024E-18
       3       3    9.166666666666637E-01    0.000000000000000E+00    9.166666666666674E-01    0.000000000000000E+00
       3       4    7.857142857142850E-02   -1.264902534566422E-19    6.320858622004777E-02   -2.778679124241818E-18
       3       5    7.857142857142849E-02   -3.614007241618348E-20    3.777750157096676E-02   -9.441298107750151E-19
       3       6    7.857142857142849E-02   -2.710505431213761E-20    2.518504445848284E-02   -1.505836350723615E-21
       3       7    7.857142857142846E-02   -8.131516293641283E-20    2.441667960452588E-02    3.841415034465507E-18
       3       8    7.857142857142849E-02   -3.312839971483486E-20    4.992743109922280E-02   -8.490732254424663E-19
       3       9    7.857142857142847E-02   -1.204669080539449E-20    6.320858622005021E-02    1.030930055093106E-18
       3      10    7.857142857142849E-02    1.355252715606881E-19    4.992743109922282E-02    9.991820842742148E-19
