    1   -1.800000000000006E+01
    2   -1.704177160023086E+01
    3   -1.691052877688254E+01
    4   -1.604131976232237E+01
    5   -1.601975421813914E+01
    6   -1.601975421813912E+01
    7   -1.600000000000001E+01
    8   -1.599999999999999E+01
    9   -1.584824810303227E+01
   10   -1.557059140923639E+01
